trading_session_uuid,is_simulated,payload_json,response_json,created_ts
4a4690f6-87af-4856-b251-13d150127d1c,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [8.0, 8.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""5600987f-39fa-4bfc-a455-40780271025a"", ""6088da31-e091-472c-926b-e3c84e601010""], ""traders"": [""5600987f-39fa-4bfc-a455-40780271025a"", ""6088da31-e091-472c-926b-e3c84e601010""], ""trading_session_uuid"": ""4a4690f6-87af-4856-b251-13d150127d1c""}",1773334363.996138
6ae7a52f-0a03-417f-8e1c-7bafdfde317e,True,"{""alert_streak_frequency"": 3, ""alert_window_size"": 5, ""dividends"": [20.0, 20.0], ""human_trader_params"": [{""initial_cash"": 2600.0, ""initial_stocks"": 20}, {""initial_cash"": 3800.0, ""initial_stocks"": 10}], ""initial_cash"": 2600.0, ""initial_midpoint"": 120.0, ""initial_spread"": 10.0, ""initial_stocks"": 20, ""is_simulated"": true, ""max_orders_per_minute"": 30, ""noise_trader_start_second"": 5, ""num_days"": 2, ""num_human_traders"": 2, ""num_noise_traders"": 0, ""step"": 1, ""trading_day_duration"": 1}","{""human_traders"": [""b3d16a86-7bb4-4cdd-97a8-2c39a137d86e"", ""1f0c6b03-c37e-4f91-b45f-1eed95c57ae9""], ""traders"": [""b3d16a86-7bb4-4cdd-97a8-2c39a137d86e"", ""1f0c6b03-c37e-4f91-b45f-1eed95c57ae9""], ""trading_session_uuid"": ""6ae7a52f-0a03-417f-8e1c-7bafdfde317e""}",1773334364.97408
