trading_session_uuid,is_simulated,market_number,trading_day,event_seq,event_ts,source_mbo_event_seq,source_order_id,source_order_event_type,best_bid_px,best_bid_sz,best_bid_ct,best_ask_px,best_ask_sz,best_ask_ct,spread,midpoint,source_created_ts
4a4690f6-87af-4856-b251-13d150127d1c,True,1,1,1,2026-03-12T16:52:44.028543+00:00,1,85e18435-47ec-4bdb-8770-61345e9f3bee,add,120.0,1.0,1,,,,,,1773334364.032754
4a4690f6-87af-4856-b251-13d150127d1c,True,1,1,2,2026-03-12T16:52:44.034133+00:00,2,,trade,,,,,,,,,1773334364.042543
4a4690f6-87af-4856-b251-13d150127d1c,True,1,1,3,2026-03-12T16:52:44.048275+00:00,5,01862a48-4508-4eda-9c11-91fc841eb83e,add,115.0,1.0,1,,,,,,1773334364.052025
4a4690f6-87af-4856-b251-13d150127d1c,True,1,1,4,2026-03-12T16:52:44.052929+00:00,6,d3a3566e-8474-403f-9fa3-967b787c565e,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773334364.056238
6ae7a52f-0a03-417f-8e1c-7bafdfde317e,True,2,1,1,2026-03-12T16:52:45.001882+00:00,1,f7b69b65-d448-453a-bd6f-e19d81d0a54a,add,120.0,1.0,1,,,,,,1773334365.005258
6ae7a52f-0a03-417f-8e1c-7bafdfde317e,True,2,1,2,2026-03-12T16:52:45.006779+00:00,2,,trade,,,,,,,,,1773334365.015642
6ae7a52f-0a03-417f-8e1c-7bafdfde317e,True,2,1,3,2026-03-12T16:52:45.070906+00:00,5,f9338adc-dd15-4c4a-850c-c4f61ee9482e,add,115.0,1.0,1,,,,,,1773334365.073852
6ae7a52f-0a03-417f-8e1c-7bafdfde317e,True,2,1,4,2026-03-12T16:52:45.074891+00:00,6,a1543526-9f3b-4aab-9378-1c2724efa9fc,add,115.0,1.0,1,125.0,1.0,1,10.0,120.0,1773334365.077856
